,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity
54.633,594057,556489,840629,687617,669610,431562,468824,464263,524590,366369,420082,474696,535083,533330,341070,394169,270909,321956,323754,378375
54.638,564978,544311,793547,717874,646840,427851,481489,457877,507318,361410,412451,461690,515742,514452,346133,388364,271889,318504,319892,378306
54.642,543806,526109,749962,750610,627902,425476,501465,449368,494783,360125,404705,450215,501710,496779,349152,382809,273913,316150,316810,376047
54.646,534092,505370,719799,779565,608570,419203,517816,441074,482664,356004,397700,442201,491714,483437,354464,378857,275706,314630,320850,368291
54.650,525146,487074,694144,812555,591814,409479,530481,434036,470343,350723,393997,435385,483707,470540,360625,374911,274719,316503,322403,363097
54.654,511201,473574,662067,850524,577444,398247,543323,426237,459270,349923,391303,426837,473058,461346,369962,371750,273742,318908,321452,358186
54.658,495637,458451,634573,893377,561000,390876,555933,421991,450333,348610,387374,416616,460333,452425,376385,366726,275982,319448,321172,355470
54.663,481665,446858,612076,937248,537442,387052,565495,415719,438279,344722,386635,412592,450760,443774,381859,364350,277256,315914,318892,352075
54.667,470056,439136,593087,975922,519093,381624,574920,409353,427397,344864,382850,414288,448333,438919,388512,363800,275875,310726,314317,349009
54.671,461246,429054,577843,1019750,510261,375034,590066,405947,421170,343803,377727,413107,446841,434025,393988,362883,276058,309102,311964,344573
54.675,450888,426505,564074,1072386,502686,371526,605279,405517,417271,339572,376705,407731,445196,428178,398916,360615,280564,311906,309844,341567
54.679,447254,423176,551409,1120467,489014,368050,614148,403996,415920,336636,374142,400249,442714,421254,405884,356694,285548,312928,307902,339252
54.683,439798,413698,538652,1157032,475459,362423,621292,398247,412690,337638,369829,398165,443473,414905,411112,352177,285460,311974,308453,336802
54.688,431146,410459,530137,1195336,466190,356661,628478,395505,410729,336961,369378,399625,442916,410549,413349,347652,283641,309614,306474,333844
54.692,428668,408497,520892,1229166,455778,351707,637553,394723,412290,336241,372780,394647,436698,407255,423556,346411,284847,310366,303882,331818
54.696,428471,406805,509463,1246938,443432,350951,651095,388104,416054,335630,371118,392973,430485,404996,439080,347316,286939,307340,305912,329677
54.700,424525,398988,504023,1252553,438512,351168,656931,384205,414983,334150,364850,393451,426140,406126,448748,346949,289176,301987,305637,329075
54.704,417475,389423,499736,1241321,437038,349231,655338,384712,415474,333252,366429,392637,425604,408136,447971,344208,292437,303137,305677,332357
54.708,417473,386336,492525,1212966,431737,346605,652700,388990,416967,330811,365219,390695,426928,408251,442857,341182,294093,302742,308268,332770
54.712,417942,387762,488353,1182866,426714,342077,646198,391406,420884,329903,362800,387593,427393,406190,440221,341037,292697,302668,308662,328916
54.717,417153,390956,482076,1160188,426662,340617,641597,391492,427603,333593,362529,389370,427008,405147,439736,345506,293284,303630,306391,326658
54.721,414383,393413,476923,1128915,423523,341760,632173,385981,435693,336552,359032,397035,425707,402251,436136,347172,294240,303862,304500,329587
54.725,408967,390593,477303,1087674,420792,342698,616667,380645,440507,332867,358153,398867,426920,401563,432610,346718,293562,302459,303130,330809
54.729,404078,386995,476570,1041484,419148,338536,603073,382412,444626,327856,363506,394030,430450,402096,433683,343391,294971,300229,301469,329186
54.733,404175,387014,473173,988239,418070,331701,595386,389730,450245,325482,369388,396779,429896,401531,435100,341315,299621,296599,300052,329027
54.737,402613,385759,470656,932224,414199,331742,585362,391042,454596,327469,368735,406972,428644,397259,431395,342844,304097,296345,300758,330143
54.742,398114,383877,468432,877520,408184,334748,567843,389800,459234,332004,365562,412464,429117,394739,423877,346133,305006,298188,302493,328398
54.746,397800,381537,468247,830355,405493,333376,551834,388863,467144,330843,365817,415710,431161,400538,417279,349760,303212,296367,302392,328738
54.750,397607,380865,464814,796126,403048,331756,539236,387920,473514,326048,369096,416152,431159,404591,415326,349026,303087,297034,302148,329291
54.754,397373,380960,460844,766362,400829,331796,528479,390911,472471,324614,366590,414785,430424,402356,414860,341180,303499,301580,303541,329376
54.758,397163,378443,458371,735773,401437,332557,516384,391793,476087,326422,363767,417076,432989,397941,404833,335083,301965,303403,302408,327723
54.763,394478,375899,456323,709089,401598,333963,502854,390542,479532,326888,365574,422295,429699,394856,391454,335623,301140,304653,298099,325967
54.767,394872,379524,456776,684741,398776,337385,492572,392856,478741,331347,367220,428252,423080,395341,385977,336243,301809,305379,296520,325912
54.771,397725,378233,456442,662163,397966,339996,481241,392459,480412,329768,366098,427957,420045,399542,382044,336830,299675,306274,296599,325580
54.775,401801,373491,457732,640922,398554,335706,469327,389650,483815,326821,366927,421952,419228,400051,372076,336493,295835,305733,300392,325212
54.779,400378,373706,457252,624635,396968,333111,459618,389496,486832,327463,366050,416096,421593,398820,364385,338012,294888,302085,302925,326603
54.783,397664,376004,455320,608249,397266,334816,451878,389689,491988,324626,364021,414088,423676,398619,361056,338767,293733,298943,300183,326075
54.788,402902,377217,457638,592579,400954,337809,447198,392881,489999,324320,366183,406515,422092,397125,358983,338092,294197,299604,299147,322011
54.792,409218,376279,461958,581246,403676,336033,441952,390756,480980,326908,366390,396344,418532,398889,352459,336085,291893,301402,300203,319989
54.796,408754,377286,459017,570644,400287,331684,436266,388057,474353,327899,363633,392878,413215,399034,348089,335311,288723,304044,301431,322232
54.800,401453,376553,455751,560950,399086,331311,434803,389243,469591,325964,360471,391971,409214,393534,347349,335911,285464,305108,303031,323816
54.804,398699,374884,458044,552690,398247,332598,435552,387252,461514,325422,358802,387477,409203,389963,342196,335512,286865,303703,304480,321422
54.808,401175,378493,461373,544580,398871,333992,433527,383700,455350,327261,358187,384657,407655,389558,336016,334101,286087,303295,301955,322815
54.813,400277,383049,460774,536040,399490,333447,430339,382393,447455,327268,355308,383807,403129,389203,333642,334557,282792,305163,302019,325378
54.817,397447,379790,456493,529527,398179,329587,422637,381639,438911,324317,352891,379484,399422,387246,331419,335501,281519,303715,303226,323480
54.821,395268,373717,449451,528461,394255,327513,418984,380705,430136,322521,350920,375641,396160,384097,327319,332414,283411,301282,300532,324548
54.825,394098,372877,446886,527093,392282,325685,424250,378096,421144,324707,353382,370266,399117,383503,323505,327692,283355,299408,296258,323816
54.829,394956,373788,446421,520028,393451,321804,423856,375784,415119,324220,354007,364326,398290,384049,322611,326559,280324,297653,295600,320154
54.833,391792,374150,440768,512336,393228,322036,416000,375926,408838,321495,348110,364988,394232,380539,325766,330613,278128,297003,296590,319029
54.837,387819,375313,430189,510229,391456,325648,414499,373798,403365,322063,344462,366415,394303,379206,325583,330907,278083,294966,301130,318866
54.842,384219,374338,430268,509193,390639,325243,414627,371340,397495,322724,343168,361591,395554,379241,324487,328402,278375,293234,303964,320313
54.846,383935,371540,435573,501884,389585,321342,415194,370390,392974,321647,341866,357280,392868,378056,328076,326667,277035,295082,301359,321506
54.850,385423,368504,436018,494971,389162,322631,416580,368529,386904,318609,344560,358525,389112,375739,325067,326709,278008,296524,298189,318250
54.854,383462,366713,433311,497125,387006,321762,415072,364223,380512,316626,348643,361139,391704,373011,318954,327076,279690,294801,296473,314242
54.858,380068,367035,429529,496866,385004,321664,411752,363520,378229,317987,349102,361810,394657,374270,317039,324374,279545,295473,294082,315412
54.862,378786,364409,423837,496726,383712,322831,406357,363228,376125,320039,348153,362142,394852,377622,317133,324385,277072,296630,294552,317318
54.867,380557,362342,423169,497732,380965,321766,402618,360259,373259,319653,345735,362608,392140,376827,317789,328654,276665,297079,296078,318232
54.871,379144,364043,425713,494460,378964,319124,402649,359587,376622,314608,342255,361809,393322,377016,320072,331048,274449,298700,298008,318966
54.875,376857,365667,425783,493078,379293,313567,404047,360171,375916,311215,345663,360987,393311,377849,320442,328741,274472,300735,300114,317417
54.879,374840,366210,422806,493747,381273,313364,402814,358545,369962,312553,349792,360610,390378,377475,320477,324030,275608,300117,297748,316329
54.883,373196,363410,421108,492947,382572,315760,400389,357306,369275,313752,349007,358713,389466,377592,319527,320694,273254,298125,293929,316839
54.888,373494,364029,418741,493456,380664,314677,400082,361740,369236,317274,348695,358866,391832,376319,319615,319165,269107,298495,294754,316271
54.892,376890,365334,421985,494508,378958,313987,399891,365267,370021,322164,348877,359662,395517,374337,319157,319117,271924,297041,297446,315306
54.896,379788,361262,422708,493482,377559,317010,398450,362742,370504,321960,346405,362092,398776,376658,317079,325028,275144,295829,297906,315528
54.900,382323,359847,424929,491426,377400,317282,399895,360301,367667,319476,344455,363955,404017,380429,314031,329284,277625,296380,298908,319598
54.904,382144,363033,422876,490989,380084,317028,401012,364787,367197,315928,346581,364487,412246,381431,315341,328160,277695,295621,298039,322154
54.908,380318,364775,421459,491955,382236,319382,398445,368756,374515,312954,348154,366985,413827,379240,317800,325544,273666,293649,295846,317610
54.913,381252,363321,427099,493549,385983,319647,397252,370127,379988,312722,346582,372297,412436,380903,317548,324676,270176,292113,296123,313354
54.917,383209,361486,434027,492236,392755,315746,398593,371659,377207,316925,347874,375754,411522,382129,313710,325978,269018,289157,298158,313324
54.921,387533,362469,436786,487126,395030,312039,399746,370858,376775,319415,350080,378962,413258,382355,308489,326884,267773,293596,300711,313998
54.925,393786,363319,438528,487213,398553,315352,399230,369708,383507,318183,356304,386867,421961,387570,308054,328838,269411,298348,299887,312703
54.929,399004,368925,445505,486383,405271,320431,399126,370374,388129,318413,364255,393747,429956,394288,312737,331039,271715,297326,297384,309113
54.933,401802,374937,449338,482896,410749,319196,400240,375011,391105,318486,367107,395622,430008,398592,315986,331281,270904,295590,296893,315111
54.938,404093,375054,455809,479471,415487,313204,398783,379997,395484,317669,366576,396903,430476,399527,314740,334238,272359,296818,297610,322151
54.942,407060,376264,469590,480934,423660,312796,401233,382568,397395,319472,368557,398359,433246,399358,310780,338398,274797,295321,298026,322451
54.946,409456,380936,478711,478071,430861,317952,402865,386438,401698,320475,371281,404385,433652,401208,309579,343058,273453,295679,298648,319674
54.950,414543,384290,484122,473246,436818,320428,397319,391016,407987,319799,371773,412086,435574,400850,309015,347672,271674,295367,298183,318466
54.954,424763,382716,495843,474138,440689,321086,393684,396254,409357,320621,374773,418831,440857,400995,308353,352526,271033,298057,299346,320630
54.958,428966,385699,506230,472713,445677,321723,395305,400106,414481,323448,380572,426858,445922,402468,308880,353372,270554,299984,300267,322982
54.962,427922,392971,508089,468254,453286,322496,392982,403163,422840,325189,386531,437347,452048,409250,306849,352526,270188,297500,300643,324000
54.967,428909,398823,509832,462806,463881,321867,388461,408060,431576,328721,387865,446857,455762,417555,302280,357716,272384,295614,301421,325254
54.971,432095,404748,519825,460393,471629,322143,386294,413997,438428,331266,389458,453743,453132,419416,304118,362908,272822,295130,303642,323285
54.975,437378,408234,530739,460492,470569,324036,388819,416870,442138,331453,393539,460844,453043,416991,302588,366397,269154,294494,301616,320055
54.979,444104,411018,535119,465897,470022,325958,391252,417749,448654,330367,392325,471967,455225,416965,301348,371689,267572,296748,298157,320844
54.983,447829,414279,536822,468492,473315,327538,391729,421778,456736,331248,393813,477703,454635,419267,304664,377973,269252,299853,297582,323801
54.987,450899,413390,538603,463483,475864,329212,389657,427066,461237,334964,395431,477447,458153,419813,307753,383050,268094,304165,299351,326170
54.992,449309,413425,538781,463585,476798,331739,388674,426665,466365,336322,392315,485063,459414,422055,306206,384305,269982,305317,299493,324041
54.996,441760,415526,538236,465589,479173,335258,390453,426959,473447,334770,388587,497295,458324,425688,300839,387019,269673,302360,298276,322282
55.000,439170,414140,535720,463495,478722,339308,392667,432447,479342,334086,392422,505048,458456,420322,298167,389579,269845,300254,296030,323595
55.004,444025,411691,533341,464918,476224,341642,391905,436385,480139,337750,393118,506603,457476,418214,299360,390761,272624,297972,295590,326678
55.008,446404,410968,525753,469829,471050,340317,389901,438311,482597,339435,392162,505941,456433,420728,302667,392301,274979,298804,299986,328084
